partition,book_name
"of Prof. Petrie, Mr. Quibell, and Mr. Randall-Maclver are more useful than that of M. de Morgan, who does not give enough details. Every atom of evidence is given in the publications of the British explorers, whereas it is a characteristic of French work to give brilliant conclusions, beautifully illustrated, without much of the evidence on which the conclusions are based. This kind of work does not appeal to the Anglo-Saxon mind, which takes nothing on trust, even from the most renowned experts, and always wants to know the why and wherefore. The complete publication of evidence which marks the British work will no doubt be met with, if possible in even more complete detail, in the American work of Messrs. Reisner, Lythgoe, and Mace (the last-named is an Englishman) for the University of California, when published. The question of speedy versus delayed publication is a very vexing one. Prof. Petrie prefers to publish as speedily as possible; six months after the season’s work in Egypt is done, the full publication with photographs of everything appears. Mr. Reisner and the French explorers prefer to publish nothing until they have exhaustively studied the whole of the evidence, and can extract nothing more from it. This would be admirable if the French published their discoveries fully, but they do not. Even M. de Morgan has not approached the fulness of detail which characterizes British work and which will characterize Mr. Reisner’s publication when it appears. The only drawback to this method is",History
"Country of the Sea, but we may conclude that all similar attempts on the part of the later kings of the First Dynasty to crush or restrain the power of the new state were useless. It is probable that from this time forward the kings of the First Dynasty accepted the independence of the Country of the Sea upon their southern border as an evil which they were powerless to prevent. They must have looked back with regret to the good times the country had enjoyed under the powerful sway of Hammurabi, whose victorious arms even their ancient foes, the Blamites, had been unable to withstand. But, although the chronicle does not recount the further successes achieved by the Country of the Sea, it records a fact which undoubtedly contributed to hasten the fall of Babylon and bring the First Dynasty to an end. It tells us that in the reign of Samsu-ditana, the last king of the First Dynasty, the men of the land of Khattu (the Hittites from Northern Syria) marched against him in order to conquer the land of Akkad; in other words, they marched down the Euphrates and invaded Northern Babylonia. The chronicle does not state how far the invasion was successful, but the appearance of a new enemy from the northwest must have divided the Babylonian forces and thus have reduced their power of resisting pressure from the Country of the Sea. Samsu-ditana may have succeeded in defeating the Hittites and in driving them from",History
"weapons have been found in pre-dynastic graves beside the finest buff pottery with elaborate red designs, so that we may say that when the flint-working and pottery of the Neolithic Egyptians had reached its zenith, the use of copper was already known, and copper weapons were occasionally employed. We can thus speak of the “Chalcolithic” period in Egypt as having already begun at that time, no doubt several centuries before the beginning of the historical or dynastic age. Strictly speaking, the Egyptians remained in the “Chalcolithic” period till the end of the XIIth Dynasty, but in practice it is best to speak of this period, when the word is used, as extending from the time of the finest flint weapons and pottery of the prehistoric age (when the “Neolithic” period may be said to close) till about the IId or IIId Dynasty. By that time the “Bronze,” or, rather, “Copper,” Age of Egypt had well begun, and already stone was not in common use. The prehistoric pottery is of the greatest value to the archæologist, for with its help some idea may be obtained of the succession of periods within the late Neolithic-Chalcolithic Age. The enormous number of prehistoric graves which have been examined enables us to make an exhaustive comparison of the different kinds of pottery found in them, so that we can arrange them in order according to pottery they contained. By this means we obtain an idea of the development of different types of pottery, and the",History
"were situated in the necropolis of Memphis (Sakkâra-Mêdûm). So that probably the seat of government was transferred from Hierakonpolis to Memphis by the first king of the Hid Dynasty. Thenceforward the kings were buried in the Memphite necropolis. The two great nécropoles of Memphis and Abydos were originally the seats of the worship of the two Egyptian gods of the dead, Seker and Khentamenti, both of whom were afterwards identified with the Busirite god Osiris. Abydos was also the centre of the worship of Anubis, an animal-deity of the dead, the jackal who prowls round the tombs at night. Anubis and Osiris-Khentamenti, “He who is in the West,” were associated in the minds of the Egyptians as the protecting deities of Abydos. The worship of these gods as the chief Southern deities of the dead, and the preeminence of the necropolis of Abydos in the South, no doubt date back before the time of the Ist Dynasty, so that it would not surprise us were burials of kings of the predynastic Hierakonpolite kingdom discovered at Abydos. Prof. Petrie indeed claims to have discovered actual royal relics of that period at Abydos, but this seems to be one of the least certain of his conclusions. We cannot definitely state that the names “Ro,” “Ka,” and “Sma” (if they are names at all, which is doubtful) belong to early kings of Hierakonpolis who were buried at Abydos. It may be so, but further confirmation is desirable before we accept it as a",History
"and the Hyksos or “Shepherds” were buried, we do not know. The kings of the restored Theban empire were all interred at Thebes. There are, in fact, no known royal sepulchres between the Fayyûm and Abydos. The great kings were mostly buried in the neighbourhood of Memphis, Abydos, and Thebes. The sepulchres of the “Middle Empire”--the XIth to XIIIth Dynasties--in the neighbourhood of the Fayyûm may fairly be grouped with those of the same period at Dashûr, which belongs to the necropolis of Memphis, since it is only a mile or two south of Sakkâra. It is chiefly with regard to the sepulchres of the kings that the most momentous discoveries of recent years have been made at Thebes, and at Sakkâra, Abusîr, Dashûr, and Lisht, as at Abydos. For this reason we deal in succession with the finds in the nécropoles of Abydos, Memphis, and Thebes respectively. And with the sepulchres of the “Old Kingdom,” in the Memphite necropolis proper, we have naturally grouped those of the “Middle Kingdom” at Dashûr, Lisht, Illahun, and Hawara. Some of these modern discoveries have been commented on and illustrated by Prof. Maspero in his great history. But the discoveries that have been made since this publication have been very important,--those at Abusîr, indeed, of first-rate importance, though not so momentous as those of the tombs of the Ist and IId Dynasties at Abydos, already described. At Abu Roash and at Gîza, at the northern end of the Memphite necropolis, several expeditions have",History
"extended, making a feast of fighting. His heart rejoiced.... The third year, the 8th Athyr, one came to tell Majesty: ‘Let their vile-ness be ended! They throng the roads, there are thousands there ravaging the land; they fill every road. Those who are in ships bear thy terror in their hearts. But it is not yet finished.’ Said his Majesty unto his soldiers: ‘...Young men and old men, do this in the cities and nomes!’... Going upon every road, let not a day pass without fighting their galleys!’... The land was traversed as by the blast of a tempest, destroying their ships, which were abandoned by the crews. The people accomplished their fate, killing the prince (Apries) on his couch, when he had gone to repose in his cabin. When he saw his friend overthrown... his Majesty himself buried him (Apries), in order to establish him as a king possessing virtue, for his Majesty decreed that the hatred of the gods should be removed from him.” This is the event to which we have already referred in a preceding chapter, as proving the great amelioration of Egyptian ideas with regard to the treatment of a conquered enemy, as compared with those of other ancient nations. Amasis refers to the deposed monarch as his “friend,” and buries him in a manner befitting a king at the charges of Amasis himself. This act warded off from the spirit of Apries the just anger of the gods at his partiality for the “foreign",History
"the natives of the vicinity as “Elphilahune,” which is not very much like [Illustration: 126.jpg (Greek word)] “_Ro-pi-ro-henet_” is, in fact, a mere figment of the philological imagination, and cannot be proved ever to have existed. The element _Ro-henet_, “canal-mouth” (according to the local pronunciation of the Fayyûm and Middle Egypt, called _La-hunè_), is genuine; it is the origin of the modern Illahun (_el-Lahun_), which is situated at the “canal-mouth.” However, now that we know that the word labyrinth can be explained satisfactorily with the help of Karian, as evidently of Greek (pre-Aryan) origin, and as evidently the original name of the Knossian labyrinth, it is obvious that there is no need to seek a far-fetched explanation of the word in Egypt, and to suppose that the Greeks called the Cretan labyrinth after the Egyptian one. The contrary is evidently the case. Greek visitors to Egypt found a resemblance between the great Egyptian building, with its numerous halls and corridors, vast in extent, and the Knossian palace. Even if very little of the latter was visible in the classical period, as seems possible, yet the site seems always to have been kept holy and free from later building till Roman times, and we know that the tradition of the mazy halls and corridors of the labyrinth was always clear, and was evidently based on a vivid reminiscence. Actually, one of the most prominent characteristics of the Knossian palace is its mazy and labyrinthine system of passages and chambers. The parallel",History
"with which it is concerned, but the kudurru was never actually used to mark the boundary. It was preserved as a title-deed, in the house of the owner of the estate or possibly in the temple of his god, and formed his charter or title-deed to which he could appeal in case of any dispute arising as to his right of ownership. One of the kudurrus found by M. de Morgan records the grant of a number of estates near Babylon by Nazimaruttash, a king of the Third or Kassite Dynasty, to the god Marduk, that is to say they were assigned by the king to the service of E-sagila, the great temple of Marduk at Babylon. [Illustration: 256.jpg A KUDURRU OR “BOUNDARY-STONE.”] Inscribed with a text of Nazimaruttash, a king of the Third or Kassite Dynasty, conferring certain estates near Babylon on the temple of Marduk and on a certain man named Kashakti- Shugab. The photograph is reproduced from M. de Morgan’s Delegation en Perse, Mêm., t. ii, pi, 18. All the crops and produce from the land were granted for the supply of the temple, which was to enjoy the property without the payment of any tax or tribute. The text also records the gift of considerable tracts of land in the same district to a private individual named Kashakti-Shugab, who was to enjoy a similar freedom from taxation so far as the lands bestowed upon him were concerned. This freedom from taxation is specially enacted by the",History
"of discoveries at Teb-tunis, which was issued by the University of California, is also well known. The two places with which Messrs. Grenfell and Hunt’s work has been chiefly connected are the Fayyûm and Behnesâ, the site of the ancient Permje or Oxyr-rhynchus. The lake-province of the Fayyûm, which attained such prominence in the days of the XIIth Dynasty, seems to have had little or no history during the whole period of the New Empire, but in Ptolemaic times it revived and again became one of the richest and most important provinces of Egypt. The town of Arsinoë was founded at Crocodilopolis, where are now the mounds of Kom el-Fâris (The Mound of the Horseman), near Medinet el-Payyum, and became the capital of the province. At Illahûn, just outside the entrance to the Fayyûm, was the great Nile harbour and entrepôt of the lake-district, called Ptolemaïs Hormos. The explorations of Messrs. Hogarth, Grenfell, and Hunt in the years of 1895-6 and 1898-9 resulted in the identification of the sites of the ancient cities of Karanis (Kom Ushîm), Bacchias (Omm el-’Atl), Euhemeria (Kasr el-Banât), Theadelphia (Harît), and Philoteris (Wadfa). The work for the University of California in 18991900 at Umm el-Baragat showed that this place was Tebtunis. Dime, on the northern coast of the Birket Karûn, the modern representative of the ancient Lake Moeris, is now known to be the ancient Sokno-paiou Nesos (the Isle of Soknopaios), a local form of Sebek, the crocodile-god of the Fayyûm. At Karanis this god",History
"work of construction was still in progress, the other after the completion of the temple, when the god Ningirsu had been installed within his shrine with due pomp and ceremony. It would appear that Southern Babylonia had been suffering from a prolonged drought, and that the water in the rivers and canals had fallen, so that the crops had suffered and the country was threatened with famine. Gudea was at a loss to know by what means he might restore prosperity to his country, when one night he had a dream, and it was in consequence of this dream that he eventually erected one of the most sumptuously appointed of Sumerian temples. By this means he secured the return of Ningirsu’s favour and that of the other gods, and his country once more enjoyed the blessings of peace and prosperity. In the opening words of the first of his cylinders Gudea describes how the great gods themselves took counsel and decreed that he should build the temple of E-ninnû and thereby restore to his city the supply of water it had formerly enjoyed. He records that on the day on which the destinies were fixed in heaven and upon earth, Enlil, the chief of the gods, and Ningirsu, the city-god of Shirpurla, held converse. And Enlil, turning to Ningirsu, said: “In my city that which is fitting is not done. The stream doth not rise. The stream of Enlil doth not rise. The high waters shine not, neither do they",History
"a transgression against the god Ningirsu! The power that is come unto them, from them shall be taken away! Of transgression on the part of Urukagina, King of Girsu, there is none. As for Lugalzaggisi, patesi of Gishkhu, may his goddess Ni-daba bear on her head (the weight of) this transgression!” Such is the account, which has come down to us from the rough tablet of some unknown scribe, of the greatest misfortune experienced by Shirpurla during the long course of her history. Many of the great temples mentioned in the text as among those which were burnt down and despoiled of their treasures are referred to more than once in the votive and historical inscriptions of earlier rulers of Shirpurla, who occupied the throne before the ill-fated Urukagina. The names of some of them, too, are to be found in the texts of the later pate-sis of that city, so that it may be concluded that in course of time they were rebuilt and restored to their former splendour. But there is no doubt that the despoiling and partial destruction of Shirpurla in the reign of Urukagina had a lasting effect upon the fortunes of that city, and effectively curtailed her influence among the greater cities of Southern Babylonia. We may now turn our attention to the leader of the men of Gishkhu, under whose direction they achieved their final triumph over their ancient, and for long years more powerful, rival Shirpurla. The writer of our tablet mentions his",History
"was drawn up, but this simple system had not been adopted at this early period. In place of this we find that each year was cited by the event of greatest importance which occurred in that year. This event might be the cutting of a canal, when the year in which this took place might be referred to as “the year in which the canal named Ai-khegallu was cut;” or it might be the building of a temple, as in the date-formula, “the year in which the great temple of the Moon-god was built;” or it might be “the conquest of a city, such as the year in which the city of Kish was destroyed.” Now it will be obvious that this system of dating had many disadvantages. An event might be of great importance for one city, while it might never have been heard of in another district; thus it sometimes happened that the same event was not adopted throughout the whole country for designating a particular year, and the result was that different systems of dating were employed in different parts of Babylonia. Moreover, when a particular system had been in use for a considerable time, it required a very good memory to retain the order and period of the various events referred to in the date-formulae, so as to fix in a moment the date of a document by its mention of one of them. In order to assist themselves in their task of fixing dates in",History
"his stead. The man he appointed for this high office was named Hi, and he had up to that time been priest in Ninâb. Entemena summoned him to his presence, and, after marching in a triumphal procession from Girsu in the neighbourhood of Shirpurla to the conquered city, proceeded to invest him with the office of patesi of Gishkhu. Entemena also repaired the frontier ditches named after Ningirsu and Ninâ, which had been employed for purposes of irrigation as well as for marking the frontier; and he gave instructions to Hi to employ the men dwelling in the district of Karkar on this work, as a punishment for the active part they had taken in the recent raid into the territory of Shirpurla. Entemena also restored and extended the system of canals in the region between the Tigris and the Euphrates, lining one of the principal channels with stone. [Illustration: 175.jpg MARBLE GATE] Socket Bearing An Inscription Of Entemena, A Powerful Patesi, Or Viceroy, Of Shirpurla. In the photograph the gate-socket is resting on its side so as to show the inscription, but when in use it was set flat upon the ground and partly buried below the level of the pavement of the building in which it was used. It was fixed at the side of a gateway and the pivot of the heavy gate revolved in the shallow hole or depression in its centre. As stone is not found in the alluvial soil of Babylonia, the blocks for",History
"it is legitimate to conclude that he governed Assyria in the time of Hammurabi as a dependency of Babylon. An early Assyrian ishshakku of this name, who was the son of Ishme-Dagan, is mentioned by Tiglath-Pileser I, but he cannot be identified with the ruler of the time of Hammurabi, since, according to Tiglath-Pileser, he ruled too late, about 1800 B.C. A brick-inscription of another Shamshi-Adad, however, the son of Igur-kapkapu, is preserved in the British Museum, and it is probable that we may identify him with Hammurabi’s Assyrian viceroy. Erishum and his son Ikunum, whose inscriptions are also preserved in the British Museum, should certainly be assigned to an early period of Assyrian history. The recent excavations at Sherghat are already yielding the names of other early Assyrian viceroys, and, although the texts of the inscriptions in which their names occur have not yet been published, we may briefly enumerate the more important of the discoveries that have been made. Last year a small cone or cylinder was found which, though it bears only a few lines of inscription, restores the names of no less than seven early Assyrian viceroys whose existence was not previously known. The cone was inscribed by Ashir-rîm-nishêshu, who gives his own genealogy and records the restoration of the wall of the city of Ashur, which he states had been rebuilt by certain of his predecessors on the throne. The principal portion of the inscription reads as follows: “Ashir-rîm-nishêshu, the viceroy of the god Ashir,",History
"Dynasties of Manetho. The work has been very successful, though not perhaps quite so completely accomplished as Prof. Petrie himself inclines to believe. The first identification was made by Prof. Sethe, of Gottingen, who pointed out that the names Semti and Merpeba on a vase-fragment found by M. Amélineau were in reality those of the kings Hesepti and Merbap of the lists, the Ousaphaïs and Miebis of Manetho. The perfectly certain identifications are these:-- 5. Den Semti = Hesepti, _Ousaphaïs_, Ist Dynasty. 6. Atjab Merpeba = Merbap, _Miebis_, Ist Dynasty. 7. Semerkha Nekht= Shemsu or Semsem (?), _Semempres_, Ist Dynasty. 8. Qâ Sen = Qebh, _Bienehhes_, Ist Dynasty. 9. Khâsekhemui Besh = Betju-mer (?), _Boethos_, IId Dynasty. 10. Neneter = Bineneter, _Binothris_, IId Dynasty. Six of the Abydos kings have thus been identified with names in the lists and in Manetho; that is to say, we now know the real names of six of the earliest Egyptian monarchs, whose appellations are given us under mutilated forms by the later list-makers. Prof. Petrie further identifies (4) Tja Ati with Ateth, (3) Tjer with Teta, and (1) Aha with Mena. Mena, Teta, Ateth, Ata, Hesepti, Merbap, Shemsu (?), and Qebh are the names of the 1st Dynasty as given in the lists. The equivalent of Ata Prof. Petrie finds in the name “Merneit,” which is found at Umm el-Ga’ab. But there is no proof whatever that Merneit was a king; he was much more probably a prince or other great personage of",History
"Egypt for a few piastres. Most museums possess sets of this pottery, of which great quantities have been brought back from Egypt by Prof. Petrie and other explorers. It is of very great interest, artistically as well as historically. The potter’s wheel was not yet invented, and all the vases, even those of the most perfect shape, were built up by hand. The perfection of form attained without the aid of the wheel is truly marvellous. The commonest type of this pottery is a red polished ware vase with black top, due to its having been baked mouth downward in a fire, the ashes of which, according to Prof. Petrie, deoxidized the hæmatite burnishing, and so turned the red colour to black. “In good examples the hæmatite has not only been reduced to black magnetic oxide, but the black has the highest polish, as seen on fine Greek vases. This is probably due to the formation of carbonyl gas in the smothered fire. This gas acts as a solvent of magnetic oxide, and hence allows it to assume a new surface, like the glassy surface of some marbles subjected to solution in water.” This black and red ware appears to be the most ancient prehistoric Egyptian pottery known. Later in date are a red ware and a black ware with rude geometrical incised designs, imitating basketwork, and with the incised lines filled in with white. Later again is a buff ware, either plain or decorated with wavy lines, concentric circles,",History
"contrary notwithstanding. The palæoliths are there. They can be picked up by any visitor. There they lie, great flints of the Drift types, just like those found in the gravel-beds of England and Belgium, on the desert surface where they were made. Undoubtedly where they were made, for the places where they lie are the actual ancient flint workshops, where the flints were chipped. Everywhere around are innumerable flint chips and perfect weapons, burnt black and patinated by ages of sunlight. We are taking one particular spot in the hills of Western Thebes as an example, but there are plenty of others, such as the Wadi esh-Shêkh on the right bank of the Nile opposite Maghagha, whence Mr. H. Seton-Karr has brought back specimens of flint tools of all ages from the Palaeolithic to the Neolithic periods. The Palæolithic flint workshops on the Theban hills have been visited of late years by Mr. Seton-Karr, by Prof. Schweinfurth, Mr. Allen Sturge, and Dr. Blanckenhorn, by Mr. Portch, Mr. Ayrton, and Mr. Hall. The weapons illustrated here were found by Messrs. Hall and Ayrton, and are now preserved in the British Museum. Among these flints shown we notice two fine specimens of the pear-shaped type of St. Acheul, with curious adze-shaped implements of primitive type to left and right. Below, to the right, is a very primitive instrument of Chellean type, being merely a sharpened pebble. Above, to left and right, are two specimens of the curious half-moon-shaped instruments which are characteristic",History
"an account of the military expeditions which he had conducted during the course of his reign up to the time when the foundation memorial was inscribed. These introductory paragraphs record how the king gradually conquered the peoples to the north and northeast of Assyria, and how he finally undertook a successful campaign against Babylon, during which he captured the city and completely subjugated both Northern and Southern Babylonia. Tukulti-Mnib’s reign thus marks an epoch in the history of his country. We have already seen how, during the early ages of her history, Assyria had been merely a subject province of the Babylonian empire. Her rulers had been viceroys owing allegiance to their overlords in Babylon, under whose orders they administered the country, while garrisons of Babylonian soldiers, and troops commanded by Babylonian officers, served to keep the country in a state of subjection. Gradually, however, the country began to feel her feet and long for independence. The conquest of Babylon by the kings of the Country of the Sea afforded her the opportunity of throwing off the Babylonian yoke. In the fifteenth century the Assyrian kings were powerful enough to have independent relations with the kings of Egypt, and, during the two centuries which preceded Tukulti-Mnib’s reign. Assyria’s relations with Babylon were the cause of constant friction due to the northern kingdom’s growth in power and influence. The frontier between the two countries was constantly in dispute, and, though sometimes rectified by treaty, the claims of Assyria often led to",History
